,county,price,house_type,house_address
309,cavan,179000, Detached House,"Portruan, Belturbet, Co. Cavan"
310,cavan,155000, Semi-Detached House,"46 Dartrey Park, Cootehill, Co. Cavan"
311,cavan,90000, Detached House,"Pound Street, Arva, Co. Cavan"
312,cavan,260000, Detached House,"Roskeeragh, Belturbet, Co. Cavan"
313,cavan,249000, Detached House,"'The Haven', Glassleck Upper, Shercock, Co. Cavan"
314,cavan,275000, Detached House,"'Kizuna' Old Bridge Road, Cootehill, Cootehill, Co. Cavan"
315,cavan,235000, Detached House,"Killylea, Belturbet, Co. Cavan"
316,cavan,79000, End of Terrace House,"Main Street, Killeshandra, Co. Cavan"
317,cavan,250000, Detached House,"Marahill, Kingscourt, Co. Cavan"
318,cavan,149500, Townhouse,"Main St., Kilnaleck, Co. Cavan"
319,cavan,299000, Detached House,"Tullytrean, Cross Keys, Co. Cavan"
320,cavan,349500, Detached House,"Rantavan, Mullagh, Co. Cavan"
321,cavan,220000, Detached House,"Rahardrum Lane, Virginia, Co. Cavan"
322,cavan,229000, Detached House,"15 Ashbrooke Way, Cavan, Co. Cavan"
323,cavan,140000, Terraced House,"Adelaide Row, Bailieborough, Co. Cavan"
324,cavan,139500, Semi-Detached House,"16 Cúl Na Gréine, Ballyjamesduff, Co. Cavan"
325,cavan,220000, Semi-Detached House,"100 The Drumlins, Virginia, Co. Cavan"
326,cavan,200000, Detached House,"Cullendragh, Mountnugent, Co. Cavan"
327,cavan,139000, Semi-Detached House,"27 Heatherfields, Bailieborough, Co. Cavan"
328,cavan,230000, Detached House,"6 Swellan Park, Swellan Lower, Cavan, Co. Cavan"
329,cavan,135000, Semi-Detached House,"16 Drumnavanagh, Cavan, Co. Cavan"
330,cavan,35000, Detached House,"Cloughergoole, Virginia, Co. Cavan"
331,cavan,225000, Detached House,"No 25 The Camden Drumalee Manor, Cavan, Co. Cavan"
332,cavan,155000, End of Terrace House,"No 6 Military Row Kilnavara, Cavan, Co. Cavan"
333,cavan,210000, Detached House,"29 Bramblewood, Dunaree Lane, Kingscourt, Co. Cavan"
334,cavan,39000, Detached House,"Dernaweel, Killeshandra, Co. Cavan"
335,cavan,495000, Detached House,"Windy Nook, Keadue Lane, Cavan, Co. Cavan"
336,cavan,55000, Detached House,"Greagh & Tunnyduff, Bailieborough, Co. Cavan"
337,cavan,465000, Detached House,"Carrowmore, Ballyconnell, Co. Cavan"
338,cavan,265000, Detached House,"Coravelis, Kingscourt, Co. Cavan"
339,cavan,225000, Detached House,"Lismeen, Ballyjamesduff, Co. Cavan"
340,cavan,90000, Terraced House,"27 College Street, Cavan, Co. Cavan"
341,cavan,225000, Detached House,"Lisnageer, Cootehill, Co. Cavan"
342,cavan,195000, Detached House,"Polleragh, Kilnaleck, Co. Cavan"
343,cavan,185000, Detached House,"Annagh, Cornafean, Co. Cavan"
344,cavan,130000, Semi-Detached House,"No 37 Latt Hills, Cavan, Co. Cavan"
345,cavan,160000, Semi-Detached House,"4 Glenwood Park, Butler's Bridge, Co. Cavan"
346,cavan,124950, Detached House,"Drumod Glebe, Swanlinbar, Co. Cavan"
347,cavan,255000, Detached House,"Artonagh, Tullyco, Cootehill, Co Cavan H16AW89, Cootehill, Co. Cavan"
348,cavan,229950, Detached House,"Derryvahan, Ballyconnell, Co. Cavan"
349,cavan,159500, Detached House,"25 Thorndale Close, Kingscourt, Co. Cavan"
350,cavan,99500, Terraced House,"15 Maple Court, Bailieborough, Co. Cavan"
351,cavan,185000, Semi-Detached House,"7 Percy French Place, Oldcastle road, Ballyjamesduff, Co. Cavan"
352,cavan,160000, Semi-Detached House,"1 Bramble Rise, Killynebber, Cavan, Co. Cavan"
353,cavan,210000, Detached House,"30 Bramblewood, Kingscourt, Co. Cavan"
354,cavan,245000, Detached House,"Drumkeen House, Carrickane, Cavan, Co. Cavan"
355,cavan,235000, Detached House,"The Orchard, Bracklin, Bailieborough, Co. Cavan"
356,cavan,189500, Detached House,"3 Loughtee Drive, Ballyhaise, Co. Cavan"
357,cavan,90000, Semi-Detached House,"27 Cul Lana, Kilnaleck, Co. Cavan"
358,cavan,79500, Detached House,"Mullaghland, Mullagh, Co. Cavan"
359,cavan,350000, Detached House,"Drumrath, Virginia, Co. Cavan"
360,cavan,229000, Semi-Detached House,"River Crescent, Virginia, Co. Cavan"
361,cavan,277500, Detached House,"34 Riverview, Virginia, Co. Cavan"
362,cavan,365000, Detached House,"Urcher, Bailieborough, Co. Cavan"
363,cavan,125000, Detached House,"No 11 Cul Lana, Kilnaleck, Co. Cavan"
364,cavan,349500, Detached House,"Lisgrey, Virginia, Co. Cavan"
365,cavan,179950, Semi-Detached House,"37 Deerpark Manor, Virginia, Co. Cavan"
366,cavan,249500, Detached House,"Fairtown, Cavan, Co. Cavan"
367,cavan,175000, Detached House,"11 Ashbrooke Grove, Moynehall, Cavan, Co. Cavan"
368,cavan,150000, Detached House,"Cloughbally Upper, Mullagh, Co. Cavan"
369,cavan,250000, Detached House,"25 Meadow Park, Dublin Road, Cavan, Co. Cavan"
370,cavan,250000, Detached House,"Togher GW, Bailieborough, Co. Cavan"
371,cavan,274500, Detached House,"Skeagh, Bailieborough, Co. Cavan"
372,cavan,149000, Detached House,"The Bungalow Ernehill, Belturbet, Co. Cavan"
373,cavan,170000, Detached House,"Tattyreagh, Bailieborough, Co. Cavan"
374,cavan,169000, Detached House,"Paraic Naofa, Erne Hill, Belturbet, Co. Cavan"
375,cavan,175000, Semi-Detached House,"12 The Elms, Swellan Lower, Cavan, Co. Cavan"
376,cavan,299000, Detached House,"11 Swiftbrook Glen, Virginia, Co. Cavan"
377,cavan,170000, Semi-Detached House,"30 Maple Drive, Drumgola Wood, Cavan, Co. Cavan"
378,cavan,219500, Detached House,"Crossefechin, Virginia, Co. Cavan"
379,cavan,249000, Detached House,"Forest Hills, Aghavoher, Ballyconnell, Co. Cavan"
380,cavan,160000, Semi-Detached House,"49 Cluain Aoibhinn, Swellan, Cavan, Co. Cavan"
381,cavan,75000, Detached House,"Corratubber, Dowra, Co. Cavan"
382,cavan,159000, Detached House,"Lagan, Belturbet, Co. Cavan"
383,cavan,149500, Terraced House,"Main Street, Virginia, Co. Cavan"
384,cavan,185000, Semi-Detached House,"20 Ardlo manor, Mullagh, Co. Cavan"
385,cavan,235000, Detached House,"Leiter, Bailieborough, Co. Cavan"
386,cavan,250000, Detached House,"Loonogs, Cross Keys, Co. Cavan"
387,cavan,155000, Semi-Detached House,"14 Rathdrum, Drumalee, Cavan, Co. Cavan"
388,cavan,60000, Detached House,"Owengallis, Bawnboy, Co. Cavan"
389,cavan,155000, Semi-Detached House,"35 Ard Dun, Kingscourt, Co. Cavan"
390,cavan,135000, Semi-Detached House,"No 39 Rocklands, Cavan, Co. Cavan"
391,cavan,330000, Detached House,"The Old Farmhouse, Kilcogy, Co. Cavan"
392,cavan,220000, Detached House,"Cavanagh, Ballyconnell, Co. Cavan"
393,cavan,350000, Detached House,"Lakeside Lodge, Ardlow, Virginia, Co. Cavan"
394,cavan,199500, Terraced House,"Bia, Elm Court, Thomas Street, Bailieborough, Co. Cavan"
395,cavan,75000, Detached House,"Dublin Road, Virginia, Co. Cavan"
396,cavan,175000, Semi-Detached House,"9 Abhainn Dubh, Mullagh, Co. Cavan, Mullagh, Co. Cavan"
397,cavan,140000, Semi-Detached House,"9 Mullach Mor, Mullagh, Co. Cavan"
398,cavan,420000, Detached House,"Corravoggy, Cootehill, Co. Cavan"
399,cavan,120000, Detached House,"Lisnageer, Cootehill, Co. Cavan"
400,cavan,165000, Semi-Detached House,"4 Grove Park, Ballyjamesduff, Co. Cavan"
401,cavan,149000, Terraced House,"4 River Crescent, Mullagh, Co. Cavan"
402,cavan,155000, Detached House,"11 Cornadarragh, Belturbet, Co. Cavan"
403,cavan,385000, Detached House,"No 4 Carrowmore, Ballyconnell Co Cavan, Ballyconnell, Co. Cavan"
404,cavan,180000, Semi-Detached House,"11 Corner Manor, Bailieborough, Co. Cavan"
405,cavan,199995, Semi-Detached House,"47 The Drumlins, Virginia, Co. Cavan"
406,cavan,135000, Townhouse,"2 Clarkeville, Mullagh, Co. Cavan"
407,cavan,199995, Detached House,"Mullaghland, Mullagh, Co. Cavan"
408,cavan,75000, Detached House,"Ballatrust, Ballinagh, Co. Cavan"
409,cavan,149500, Detached House,"Relaghbeg, Relaghbeg, Co. Cavan"
410,cavan,59500, Detached House,"Owencam, Corlough, Co. Cavan"
411,cavan,150000, Detached House,"Corballyquill, Ashfield, Cootehill, Co. Cavan"
412,cavan,470000, Detached House,"Carnagarve, Bailieborough, Co. Cavan"
413,cavan,130000, End of Terrace House,"No 1 Kilnavara Court, Cavan, Co. Cavan"
414,cavan,80000, Detached House,"Cliffin, Virginia, Co. Cavan"
415,cavan,285000, Detached House,"13 Rampart View, Virginia, Co. Cavan"
416,cavan,159000, Semi-Detached House,"26 Woodlands, Ballyjamesduff, Co. Cavan"
417,cavan,149000, Semi-Detached House,"49 Heatherfield, Bailieborough, Co. Cavan"
418,cavan,199000, Detached House,"Quivvy Church, Quivvy, Belturbet, Co. Cavan"
419,cavan,215000, Detached House,"Kinnabo, Blacklion, Co. Cavan"
420,cavan,149000, Townhouse,"Main Street, Kilnaleck, Co. Cavan"
421,cavan,260000, Detached House,"Quarry House, Ballydurrow, Virginia, Co. Cavan"
422,cavan,235000, Detached House,"No 3 Rocklands, Cavan, Co. Cavan"
423,cavan,120000, Detached House,"Blackhills, Bailieborough, Co. Cavan"
424,cavan,124950, Detached House,"Legnagrow, Glangevlin, Co. Cavan"
425,cavan,190000, Detached House,"Altabaugh, Stradone, Co. Cavan"
426,cavan,110000, Townhouse,"49 Dromore, Cavan Road, Cootehill, Co. Cavan"
427,cavan,299950, Detached House,"Riverside House, Ryefield, Virginia, Co. Cavan"
428,cavan,165000, Terraced House,"10 Oak Grove, Kingscourt, Co. Cavan"
429,cavan,210000, Detached House,"Portanure, Lough Gowna, Co. Cavan"
430,cavan,185000, Semi-Detached House,"7 Percy French Place, Ballyjamesduff, Co. Cavan"
431,cavan,169950, Semi-Detached House,"76 Creighan Manor, Cavan, Co. Cavan"
432,cavan,159000, Semi-Detached House,"71 Woodlands, Ballyjamesduff, Co. Cavan"
433,cavan,129995, Townhouse,"Fountain View, Bailieborough, Co. Cavan"
434,cavan,80000, Detached House,"Gowna, Lough Gowna, Co. Cavan"
435,cavan,140000, Detached House,"Gallonbawn, Ballyjamesduff, Co. Cavan"
436,cavan,310000, Detached House,"1 Maple Crescent, Virginia, Co. Cavan"
437,cavan,140000, Semi-Detached House,"13 Cluain Aoibhinn, Swellan Lower, Cavan, Co. Cavan"
438,cavan,365000, Detached House,"Mullinacross, Kingscourt, Co. Cavan"
439,cavan,149995, Detached House,"Blackstep, Bailieborough, Co. Cavan"
440,cavan,150000, Detached House,"Mount Nugent, Mountnugent, Co. Cavan"
441,cavan,300000, Detached House,"Urney, Ballinagh, Co. Cavan"
442,cavan,950000, Detached House,"Clowney Ballyconnell Co Cavan, Ballyconnell, Co. Cavan"
443,cavan,90000, Townhouse,"Kilconny, Belturbet Co Cavan, Belturbet, Co. Cavan"
444,cavan,125000, Detached House,"The Square, Ballyhaise, Co. Cavan"
445,cavan,149000, Terraced House,"4 River Crescent, Mullagh, Co. Cavan"
446,cavan,260000, Detached House,"5 Ardan Na Curkish, Bailieborough, Co. Cavan"
447,cavan,160000, Detached House,"Callanagh Lower, Loughduff, Co. Cavan"
448,cavan,199000, Detached House,"Quivvy, Belturbet, Co. Cavan"
449,cavan,345000, Detached House,"Cormore, Arva, Co. Cavan"
450,cavan,210000, Detached House,"Blackbull, Carrickaboy, Carrickaboy, Co. Cavan"
451,cavan,260000, Detached House,"The Quarry House, Ballydurrow, Virginia, Co. Cavan"
452,cavan,235000, Detached House,"3 Rocklands, Cavan, Co. Cavan"
453,cavan,115000, Townhouse,"29 Cloverhill, Bailieborough, Co. Cavan"
454,cavan,155000, Detached House,"Gola Lane, Gola, Bailieborough, Co. Cavan"
455,cavan,149500, Semi-Detached House,"12 Islean, Ballyjamesduff, Co. Cavan"
456,cavan,475000, Detached House,"Lismacanican House, Upper Lismacanican, Mountnugent, Co. Cavan"
457,cavan,265000, Detached House,"The Bungalow, Rantavan, Mullagh, Co. Cavan"
458,cavan,300000, Detached House,"Hermitage, Crossdoney, Cavan, Co. Cavan"
459,cavan,49000, Detached House,"Ardkill More, Carrickaboy, Co. Cavan"
460,cavan,210000, Detached House,"Derries Lower, Killeshandra, Co. Cavan"
461,cavan,70000, Detached House,"Dungimmon, Mountnugent, Co. Cavan"
462,cavan,295000, Detached House,"Lear, Bailieborough, Co. Cavan"
463,cavan,270000, Detached House,"6 Ryefield Manor, Ryefield, Virginia, Co. Cavan"
464,cavan,170000, Detached House,"12 Cornadarragh, Belturbet, Co. Cavan"
465,cavan,150000, Detached House,"Kiltomulty, Blacklion, Co. Cavan"
466,cavan,147000, Semi-Detached House,"112 Oldtown Manor Cavan, Cavan, Co. Cavan"
467,cavan,295000, Detached House,"Corracharra, Shercock, Co. Cavan"
468,cavan,95000, Terraced House,"14 Emmet Place, Cavan, Co. Cavan"
469,cavan,169000, Detached House,"24 Riverrun, Belturbet, Co. Cavan"
470,cavan,165000, Semi-Detached House,"Rockfield Heights, Kingscourt, Co. Cavan"
471,cavan,300000, Terraced House,"Church Street, Kingscourt, Co. Cavan"
472,cavan,170000, Detached House,"gowlan blacklion, Co. caven, Blacklion, Co. Cavan"
473,cavan,79000, Detached House,"Killygorman, Doogarry, Killeshandra, Co. Cavan"
474,cavan,249500, Detached House,"Crosserlough, Crosserlough, Co. Cavan"
475,cavan,249000, Detached House,"Drumanaragh Poles, Cavan, Co. Cavan"
476,cavan,299000, Detached House,"Lear, Bailieborough, Co. Cavan"
477,cavan,375000, Detached House,"14 Swiftboook Glen, Virginia, Co. Cavan"
478,cavan,165000, Detached House,"37 Kilmore Willows, Ballyjamesduff, Co. Cavan"
479,cavan,165000, Semi-Detached House,"10 Mullach Mor, Mullagh, Co. Cavan"
480,cavan,175000, Detached House,"11 Cherry Grove, Drumgola Wood, Cavan, Co. Cavan"
481,cavan,285000, Detached House,"Drumcole, Belturbet, Co. Cavan"
482,cavan,150000, Detached House,"Kilnavara Lane, Cavan, Co. Cavan"
483,cavan,135000, Detached House,"Kilconny, Belturbet, Co. Cavan"
484,cavan,450000, Detached House,"Amberley House, Lattoon, Ballyjamesduff, Co. Cavan"
485,cavan,245000, Detached House,"Sli Na Coille, Kilconny, Belturbet, Co. Cavan"
486,cavan,200000, Detached House,"Fort Valley, Aghavoher, Ballyconnell, Co. Cavan"
487,cavan,80000, Terraced House,"Abbey Street, Cavan, Co. Cavan"
488,cavan,58000, Detached House,"gowlan, Blacklion, Co. Cavan"
489,cavan,295000, Detached House,"Old School House, Main Street, Killeshandra, Co. Cavan"
490,cavan,115000, Detached House,"17 Deanery Banks, Belturbet, Co. Cavan"
491,cavan,465000, Detached House,"Carrowmore Meadows, Ballyconnell, Co. Cavan"
492,cavan,139000, Detached House,"Dungimmon road, Mountnugent, Co. Cavan"
493,cavan,280000, Detached House,"Drumahurk, Butler's Bridge, Co. Cavan"
494,cavan,80000, Detached House,"Doon, Ballyconnell Co Cavan, Ballyconnell, Co. Cavan"
495,cavan,28500, Detached House,"Corlough, Corlough, Co. Cavan"
496,cavan,145000, Semi-Detached House,"3 Bed, Lisgar Gardens, Bailieborough, Co. Cavan"
497,cavan,155000, Semi-Detached House,"4 Bed, Lisgar Gardens, Bailieborough, Co. Cavan"
498,cavan,165000, Detached House,"Lisgrey Gardens, Bailieborough, Co. Cavan"
499,cavan,185000, Detached House,"Carrickmacross Road, Shercock, Co. Cavan"
500,cavan,110000, Detached House,"Kilgarriff, Arva, Co. Cavan"
501,cavan,85000, Detached House,"Plush, Cloverhill, Co. Cavan"
502,cavan,155000, Semi-Detached House,"Lisgrey Gardens, Virginia Road, Bailieborough, Co. Cavan"
503,cavan,275000, End of Terrace House,"The Olive Grove, Main Street, Blacklion, Co. Cavan"
504,cavan,220000, Detached House,"Cavanagh, Ballyconnell, Co. Cavan"
505,cavan,150000, Detached House,"Dungimmon, Mountnugent, Co. Cavan"
506,cavan,220000, Detached House,"Kilnacrott GT, Kilnacrott GT, Ballyjamesduff, Co. Cavan"
507,cavan,650000, Detached House,"Kilmore Lake House, Virginia, Co. Cavan"
508,cavan,425000, Detached House,"Dunancory Demense, Virginia, Co. Cavan"
509,cavan,99000, Detached House,"Barran, Blacklion, Co. Cavan"
510,cavan,195000, Detached House,"Tullyegan, Mountnugent, Co. Cavan"
511,cavan,370000, Detached House,"Crossreagh, Virginia, Co. Cavan"
512,cavan,200000, Detached House,"No. 6 Riverside Park, Corlismore, Ballinagh, Co. Cavan"
513,cavan,350000, Detached House,"Carrickavee, Ballyjamesduff, Co. Cavan"
514,cavan,350000, Detached House,"Carrickavee, Ballyjamesduff, Co. Cavan"
515,cavan,190000, Semi-Detached House,"19 The Woodlands, Ballyjamesduff, Co. Cavan"
516,cavan,150000, Townhouse,"Cootehill, Cootehill, Co. Cavan"
517,cavan,80000, Detached House,"Drumhirk, Stradone, Co. Cavan"
518,cavan,290000, Detached House,"Lakefield Court, Cordressogagh, Dowra, Co. Cavan"
519,cavan,385000, Detached House,"4 Carrowmore, Ballyconnell, Co. Cavan"
520,cavan,495000, Detached House,"Cornaveigh, Bailieborough, Co. Cavan"
521,cavan,60000, Detached House,"Old School Drumhcurrin, Glangevlin, Co. Cavan"
522,cavan,60000, Detached House,"Old Curratavey School, Glangevlin, Co. Cavan"
523,cavan,260000, Detached House,"Drumalee, Belturbet, Co. Cavan"
524,cavan,299950, Detached House,"Knocktemple, Virginia, Co. Cavan"
525,cavan,165000, Semi-Detached House,"Woodview No 33 Drumbannon, Bailieborough, Co. Cavan"
526,cavan,495000, Detached House,"Edenburt, Lisduff, Virginia, Co. Cavan"
527,cavan,59000, End of Terrace House,"Kilconny, Belturbet, Co. Cavan"
528,clare,595000, Detached House,"The Coach House, Ballyhannon Castle, Quin, Ennis, Co. Clare"
529,clare,275000, Detached House,"Ballaghboy, Doora, Ennis, Co. Clare"
530,clare,399950, Detached House,"1 Radharc Na Bhoirne, Barefield, Ennis, Co. Clare"
531,clare,179500, Semi-Detached House,"No. 22 Bishops Court, Highfield, Ennis, Co. Clare"
532,clare,310000, Detached House,"28 Keelgrove, Ardnacrusha, Co. Clare"
533,clare,395000, Detached House,"Burren Oaks, Oughtmama, Bellharbour, Co. Clare"
534,clare,275000, Detached House,"Dal gCais, Clon Road, Ennis, Co. Clare"
535,clare,390000, Detached House,"Ballyogan, Barefield, Ennis, Co. Clare"
536,clare,345000, Detached House,"No. 1 Cluain Gearrain, Tulla Road, Quin, Co. Clare"
537,clare,195000, Semi-Detached House,"17 Waterside, Cappahard, Ennis, Co. Clare"
538,clare,395000, Detached House,"Arda na Deirge, Killaloe, Co. Clare"
539,clare,285000, Detached House,"9 The Cloisters, Quin, Ennis, Co. Clare"
540,clare,270000, Semi-Detached House,"House Type B, Sycamore Drive, Limerick Road, Ennis, Co. Clare"
541,clare,450000, Detached House,"Site 2, Site No. 2 Loughville, Lahinch Road, Ennis, Co. Clare"
542,clare,230000, Detached House,"Leitrim, Kilmihil, Co. Clare"
543,clare,169000, Detached House,"Mullagh Road, Mullagh, Co. Clare"
544,clare,300000, Detached House,"Knocknamana, Clarecastle, Co. Clare"
545,clare,171000, Terraced House,"70 Acha Bhile, Ennis, Co. Clare"
546,clare,279500, Semi-Detached House,"14 Shantraud Woods, Killaloe, Co. Clare"
547,clare,179950, Semi-Detached House,"27 Moyglass, Crusheen, Co. Clare"
548,clare,365000, Detached House,"Heatherwold, Ballymorris, Catloe, Cratloe, Co. Clare"
549,clare,200000, Semi-Detached House,"17 Sandhill Lodge, Lahinch, Co. Clare"
550,clare,299000, Detached House,"Stonepark, Ballyalla, Barefield, Ennis, Co. Clare"
551,clare,99000, Detached House,"Caherfenick, Doonbeg, Co. Clare"
552,clare,175000, Semi-Detached House,"23 Cathedral Court, Ennis, Co. Clare"
553,clare,300000, Detached House,"Knocknamana, Clarecastle, Ennis, Co. Clare"
554,clare,179950, Semi-Detached House,"27 Moyglass, Crusheen, Ennis, Co. Clare"
555,clare,120000, Detached House,"Glenmore, Kilmihil, Co. Clare"
556,clare,179000, Detached House,"7 The Brooks, Kilkee, Co. Clare"
557,clare,125000, Terraced House,"36 O Curry Street, Kilkee, Co. Clare"
558,clare,239000, Semi-Detached House,"3 Greendale, Ennis, Co. Clare"
559,clare,159000, Semi-Detached House,"Quay road, Clarecastle, Ennis, Co. Clare"
560,clare,150000, Detached House,"Doonbeg Road, Kilkee, Co. Clare"
561,clare,210000, Terraced House,"23 Shantraud Woods, Killaloe, Co. Clare"
562,clare,225000, Detached House,"Carrowkeel, Inagh, Co. Clare"
563,clare,225000, Semi-Detached House,"Betony, Cluain Fia , Crusheen, Ennis, Co. Clare"
564,clare,225000, Semi-Detached House,"Clover, Cluain Fia , Crusheen, Ennis, Co. Clare"
565,clare,125000, Detached House,"17 Clon Road 'Dun Lua', Ennis, Co. Clare"
566,clare,140000, Terraced House,"41 Dun An Ri, Shannon, Co. Clare"
567,clare,199000, Semi-Detached House,"43 Lios Ard, Tulla Road, Ennis, Co. Clare"
